"","gene","freq_mut","pvalue_mut","freq_wt","pvalue_wt","adj_pvalues"
"ATG9B","ATG9B",7,0.0375982919475939,376,"0.257349395621498",1
"IL1RAP","IL1RAP",8,0.0381737357099617,375,"0.968897439947301",1
"GLI1","GLI1",10,0.0382244657392709,373,"0.410069395033263",1
"LGALS2","LGALS2",1,0.0386436751185767,382,"0.650446738338871",1
"HKDC1","HKDC1",5,0.0387356630175557,378,"0.65996048019172",1
"GPR119","GPR119",2,0.0387666938799139,381,"0.362673460688716",1
"LATS1","LATS1",6,0.0387976140598028,377,"0.212582871338854",1
"ARHGAP31","ARHGAP31",6,0.0389810938444518,377,"0.499800384310495",1
"MTMR3","MTMR3",5,0.0393689073064371,378,"0.723988460680142",1
"C1QA","C1QA",1,0.0394837545050517,382,"0.0949955422773671",1
"MPP4","MPP4",2,0.0394930861173383,381,"0.358517620716573",1
"ADAM17","ADAM17",3,0.0400557704906853,380,"0.691250036883185",1
"ESR2","ESR2",2,0.0402695562690228,381,"0.435897143092548",1
"DPF3","DPF3",1,0.0404002047448426,382,"0.929317318758613",1
"AIFM1","AIFM1",1,0.0405529464514744,382,"0.13732641228681",1
"KCTD9","KCTD9",2,0.0405953164329091,381,"0.263887744929807",1
"CDX2","CDX2",3,0.0410079048161726,380,"0.948883982387461",1
"ARHGAP30","ARHGAP30",6,0.0411377820596966,377,"0.395367711501321",1
"SMARCD3","SMARCD3",2,0.0414704259612328,381,"0.292838534599909",1
"XPO4","XPO4",7,0.04183431110713,376,"0.703380578918491",1
"PHF3","PHF3",15,0.0422828490390343,368,"0.448649441994654",1
"ELF5","ELF5",3,0.0424642115256404,380,"0.244631435305235",1
"CYLD","CYLD",4,0.0425389765368687,379,"0.768065432968077",1
"PRDM14","PRDM14",1,0.0429204429042678,382,"0.429994306061029",1
"HTR1D","HTR1D",1,0.0436941303599585,382,"0.945132604859924",1
"KLHL17","KLHL17",4,0.0437012714727029,379,"0.749330153947744",1
"RAPGEFL1","RAPGEFL1",1,0.0437605222907428,382,"0.958240957994406",1
"MPP7","MPP7",1,0.0440660057040064,382,"0.149423587037475",1
"MCF2","MCF2",11,0.0441728705299781,372,"0.253434538023508",1
"ABCB8","ABCB8",3,0.0444432081982118,380,"0.47139760392463",1
"CHML","CHML",1,0.0446006016772179,382,"0.983432495114612",1
"SCNN1D","SCNN1D",3,0.044967309695831,380,"0.835062311621661",1
"SEMA3D","SEMA3D",2,0.0450412595170496,381,"0.818501507969609",1
"PORCN","PORCN",4,0.0452923446363339,379,"0.519549800138544",1
"REST","REST",2,0.0454547960092824,381,"0.2087745102139",1
"KIF1C","KIF1C",3,0.0456402859518009,380,"0.182610006966546",1
"SEMA6B","SEMA6B",5,0.0456748095459419,378,"0.219906719692987",1
"BTNL8","BTNL8",1,0.0457461644769565,382,"0.129076261550563",1
"TMEM139","TMEM139",4,0.0457957747627248,379,"0.490678562257535",1
"PPP1R15A","PPP1R15A",3,0.0460116496320461,380,"0.935233114483474",1
"MED25","MED25",5,0.0466403862548455,378,"0.168567168658767",1
"TWIST1","TWIST1",3,0.0467276870029888,380,"0.916380464523114",1
"PBX3","PBX3",1,0.0467389855700634,382,"0.14032524697363",1
"FOXD2","FOXD2",2,0.0467534389401116,381,"0.641665334230833",1
"SMARCA1","SMARCA1",3,0.0467604094681889,380,"0.145738471547252",1
"DHX33","DHX33",2,0.0471747443319832,381,"0.795932934915094",1
"FGFR1","FGFR1",3,0.0472036590491706,380,"0.491317506148027",1
"NBR1","NBR1",11,0.0472523121053189,372,"0.467380148165947",1
"TTC22","TTC22",5,0.047462814649623,378,"0.265910822973039",1
"MUC12","MUC12",5,0.0478129445162193,378,"0.482687656654932",1
"IL1RAPL2","IL1RAPL2",2,0.0480230243127597,381,"0.102865600159174",1
"KLHL30","KLHL30",2,0.048046695546943,381,"0.981230860827413",1
"GABRB2","GABRB2",1,0.0481900317830657,382,"0.509146299794109",1
"DECR1","DECR1",1,0.0483427734896975,382,"0.242010778935841",1
"ACVR2A","ACVR2A",27,0.0485001936904434,356,"0.148784619706228",1
"ATP10B","ATP10B",7,0.0486119787015241,376,"0.326147196090131",1
"ISG20","ISG20",2,0.0487356984789044,381,"0.481532696239555",1
"GZMB","GZMB",2,0.0487595446883047,381,"0.346880498254867",1
"SLC37A3","SLC37A3",1,0.0488009986095931,382,"0.952899550029105",1
"LOXL2","LOXL2",8,0.0488283858516207,375,"0.699669927323597",1
"SYK","SYK",4,0.048847407925944,379,"0.597153272492975",1
"CDK1","CDK1",4,0.0488760887211832,379,"0.676262027204064",1
"CUL4A","CUL4A",4,0.0491203827726734,379,"0.872020742463739",1
"KIAA0226","KIAA0226",1,0.0491828528761725,382,"0.114843079284806",1
"NUDT11","NUDT11",1,0.0493355945828043,382,"0.388491788184909",1
"PAX8","PAX8",2,0.0495737861497206,381,"0.865045293035524",1
"TPBG","TPBG",1,0.049717448849384,382,"0.102695807623814",1
"PTBP3","PTBP3",2,0.049959291605046,381,"0.866723927359229",1
"COL14A1","COL14A1",11,0.0499668008284836,372,"0.53004107882146",1
"NMNAT2","NMNAT2",2,0.0499834352723156,381,"0.17392048786391",1
"RAB14","RAB14",3,0.0500418594399572,380,"0.63798573785277",1
"LYST","LYST",10,0.0502387273295469,373,"0.347200888825194",1
"UBR7","UBR7",1,0.0509393825024385,382,"0.207748282246126",1
"BDP1","BDP1",18,0.0509628263060641,365,"0.803962715826675",1
"SORCS2","SORCS2",3,0.0510588694199049,380,"0.756215327284685",1
"HOXB5","HOXB5",1,0.0510921242090704,382,"0.22506018110022",1
"RAG2","RAG2",3,0.0512152074075519,380,"0.726235738396686",1
"COL6A5","COL6A5",14,0.0514682938499035,369,"0.403020205575729",1
"DAK","DAK",1,0.0517030910355977,382,"0.525600886830453",1
"SOX3","SOX3",2,0.0518600126712861,381,"0.750283969138152",1
"IL1B","IL1B",3,0.0518963601467607,380,"0.450545779592569",1
"PMVK","PMVK",1,0.0520085744488613,382,"0.938319046246904",1
"TMEM55A","TMEM55A",2,0.0520323253737747,381,"0.502974852304022",1
"AICDA","AICDA",1,0.0521613161554931,382,"0.810716336532235",1
"MFAP4","MFAP4",1,0.0521613161554931,382,"0.819516935441264",1
"ALDH3A1","ALDH3A1",2,0.0523036798959011,381,"0.634717610102156",1
"RAD51B","RAD51B",1,0.052314057862125,382,"0.834082874812421",1
"LIG1","LIG1",3,0.0529560377713353,380,"0.187106156318541",1
"RASGRP4","RASGRP4",3,0.0529738201863436,380,"0.77702820288762",1
"PDZK1IP1","PDZK1IP1",1,0.0530777663952841,382,"0.846600490436629",1
"BRWD3","BRWD3",5,0.0535731050069006,378,"0.536207222159412",1
"ARHGEF39","ARHGEF39",2,0.0540219105273954,381,"0.531475052475811",1
"CSMD3","CSMD3",29,0.0541109083046818,354,"0.180305788970005",1
"TMEM97","TMEM97",1,0.0542233291950227,382,"0.814093750468344",1
"KLHL21","KLHL21",1,0.0546051834616023,382,"0.952288317190518",1
"AK1","AK1",2,0.0550560404528255,381,"0.203239785299821",1
"TDG","TDG",3,0.055136735928456,380,"0.653013081944182",1
"HNRNPR","HNRNPR",1,0.0552925211414454,382,"0.516861662324835",1
"PAAF1","PAAF1",2,0.0553351580420838,381,"0.171690823376284",1
"PARP15","PARP15",4,0.0564321763487844,379,"0.513875689076133",1
"PDE9A","PDE9A",4,0.0576899294140562,379,"0.46694482980056",1
"TGFBR1","TGFBR1",6,0.0582482226744503,377,"0.168900324592343",1
"MYD88","MYD88",4,0.0583382671352349,379,"0.435545779555654",1
"BAG3","BAG3",2,0.058373719757609,381,"0.559603983338504",1
"LPL","LPL",1,0.0585764678340297,382,"0.0752267075409935",1
"ITGB8","ITGB8",1,0.0591919449111196,382,"0.882792871632421",1
"CLCN3","CLCN3",6,0.0600193462277104,377,"0.836532135268402",1
"FREM2","FREM2",13,0.0601932748865545,370,"0.401011187943449",1
"HMGN5","HMGN5",3,0.0604412729997784,380,"0.903819378610846",1
"SERPINB1","SERPINB1",4,0.0605091885312117,379,"0.588291016087599",1
"DRD3","DRD3",1,0.0605759579636161,382,"0.615299089552637",1
"PLEKHG1","PLEKHG1",3,0.0607218928659066,380,"0.926125276202539",1
"FAM13B","FAM13B",6,0.0611210542542461,377,"0.583029060132544",1
"KCNC3","KCNC3",1,0.0611730768467706,382,"0.903792971914262",1
"PSPH","PSPH",5,0.0612603476197401,378,"0.0774555132843134",1
"HSD17B14","HSD17B14",1,0.0614021894067185,382,"0.483612617703301",1
"PYGO1","PYGO1",2,0.0615470707224934,381,"0.144696972866695",1
"CHRNA7","CHRNA7",1,0.0616313019666662,382,"0.370574737951125",1
"YES1","YES1",3,0.0617010488535982,380,"0.672395201440374",1
"RDH10","RDH10",10,0.0618968835573541,373,"0.0911371814873234",1
"RRM2","RRM2",1,0.0620131562332457,382,"0.765426677205515",1
"CR2","CR2",10,0.062193539184623,373,"0.800014119774885",1
"AADAT","AADAT",2,0.0622457001969526,381,"0.779627529757169",1
"MADD","MADD",4,0.0625834663362063,379,"0.447202783272593",1
"OR51B5","OR51B5",2,0.0630838345135665,381,"0.66362949593023",1
"GPR26","GPR26",2,0.0635730652847109,381,"0.893554690960646",1
"TMEM67","TMEM67",3,0.0637914224597989,380,"0.143483542296535",1
"CPVL","CPVL",6,0.0638171919455591,377,"0.0906980793130234",1
"FAM186B","FAM186B",3,0.0638921245296866,380,"0.479134796720966",1
"CYP4F12","CYP4F12",2,0.0639275738696341,381,"0.628991762185917",1
"TAF1L","TAF1L",15,0.0639771421863129,368,"0.698426784139833",1
"MAP2K6","MAP2K6",2,0.0640915256694343,381,"0.132382231420653",1
"MLXIP","MLXIP",4,0.0641815158487494,379,"0.362801257462171",1
"KLHL5","KLHL5",1,0.0657553280457254,382,"0.348142603002427",1
"CDKL3","CDKL3",7,0.0663202187106433,376,"0.986664405438834",1
"ULBP2","ULBP2",1,0.0663662948722527,382,"0.675765085143065",1
"SEMA4G","SEMA4G",6,0.0665132464846895,377,"0.300240263536653",1
"METTL21B","METTL21B",2,0.0666063549340407,381,"0.442433184854882",1
"ATIC","ATIC",3,0.0679236640145282,380,"0.358356666901344",1
"PPP4C","PPP4C",1,0.0680464536452028,382,"0.673114313028843",1
"SLC52A2","SLC52A2",1,0.068733791325046,382,"0.0818671559635475",1
"SMARCAL1","SMARCAL1",1,0.068733791325046,382,"0.738244028138362",1
"GPR160","GPR160",1,0.0688101621783619,382,"0.699049188895307",1
"ZBTB48","ZBTB48",3,0.0689149781333575,380,"0.696534955702111",1
"RALBP1","RALBP1",3,0.0691483722359333,380,"0.829712280931491",1
"SERPINE1","SERPINE1",1,0.0701084666847324,382,"0.914323472933805",1
"ANKRD32","ANKRD32",4,0.0701753929144617,379,"0.564303743147436",1
"GNB2","GNB2",5,0.0705217240463351,378,"0.0984849913004342",1
"TMLHE","TMLHE",1,0.0710249169245234,382,"0.25045764010212",1
"AMBRA1","AMBRA1",2,0.0711094908926682,381,"0.990476660425886",1
"NRBF2","NRBF2",1,0.0715595128977347,382,"0.483204594815932",1
"WDR13","WDR13",1,0.0720177380176302,382,"0.566281160222398",1
"TTL","TTL",3,0.0723181184169309,380,"0.266851153325362",1
"ERBB3","ERBB3",6,0.0724315320685286,377,"0.660365305605645",1
"ACAN","ACAN",5,0.0729377884156349,378,"0.536600252421316",1
"SGK3","SGK3",5,0.0731929693888397,378,"0.0851654339689741",1
