"","gene","freq_mut","pvalue_mut","freq_wt","pvalue_wt","adj_pvalues"
"FAM69B","FAM69B",9,0.860519002591338,374,"0.556602193367438",1
"TBC1D9","TBC1D9",21,0.860590168678831,362,"0.209977537927698",1
"GPR139","GPR139",11,0.86111394540876,372,"0.279046040466537",1
"LYZ","LYZ",1,0.86114716945123,382,"0.14697702504245",1
"STON1","STON1",10,0.861284036645016,373,"0.958721641696019",1
"ADAP2","ADAP2",4,0.861641036382722,379,"0.658572009597318",1
"FRMPD1","FRMPD1",25,0.861881187219294,358,"0.159252848224617",1
"MC5R","MC5R",18,0.862049969887206,365,"0.674041517777988",1
"AFF4","AFF4",15,0.862304182865295,368,"0.650964781465377",1
"HELLS","HELLS",6,0.862381167077063,377,"0.317917399759117",1
"SLC45A3","SLC45A3",8,0.862427095246735,375,"0.576376910135134",1
"PHF12","PHF12",11,0.862488788370163,372,"0.601430737674851",1
"EPOR","EPOR",3,0.862658300984219,380,"0.353026589471137",1
"IL18R1","IL18R1",8,0.862695290907116,375,"0.961020137236733",1
"AIFM2","AIFM2",7,0.862774011781694,376,"0.948818831474585",1
"GPR143","GPR143",3,0.862893111278042,380,"0.332921846515685",1
"CHRNA10","CHRNA10",7,0.863061518984042,376,"0.831821108978466",1
"RASL12","RASL12",2,0.863162065183739,381,"0.455429568933472",1
"SP140L","SP140L",15,0.863280832584099,368,"0.632383302721161",1
"PHOX2A","PHOX2A",7,0.863360930851099,376,"0.54673728707716",1
"LYN","LYN",6,0.863489013910934,377,"0.225667575366849",1
"BBC3","BBC3",3,0.863595936053387,380,"0.229162478017453",1
"IL2RA","IL2RA",6,0.863832468680907,377,"0.463376792691609",1
"MMEL1","MMEL1",18,0.863862010327941,365,"0.0594185658717194",1
"BCL6","BCL6",10,0.863913294796884,373,"0.0637135634979875",1
"MLF1","MLF1",3,0.86432964821322,380,"0.645314534441888",1
"ACP5","ACP5",1,0.864976307996743,382,"0.122852197845019",1
"PPRC1","PPRC1",26,0.865146539482293,357,"0.955538838515683",1
"ARHGAP29","ARHGAP29",17,0.865196570070115,366,"0.154314377302177",1
"STARD5","STARD5",2,0.865350640813864,381,"0.694318576077006",1
"ADIPOR1","ADIPOR1",3,0.865359042662237,380,"0.475779337656737",1
"IGF2BP3","IGF2BP3",8,0.865394871471008,375,"0.799481314932216",1
"PPFIA4","PPFIA4",24,0.866139250664215,359,"0.703039712145818",1
"ABCA13","ABCA13",85,0.866158209009391,298,"0.379926265355381",1
"MYO3B","MYO3B",29,0.866348007716778,354,"0.547601651930667",1
"CDH16","CDH16",17,0.866503020207224,366,"0.693483932775057",1
"GSTT2","GSTT2",6,0.86679767657503,377,"0.251850136721466",1
"TSC22D3","TSC22D3",1,0.866809208476324,382,"0.537436492164804",1
"COMT","COMT",2,0.866813028401359,381,"0.507800874010987",1
"SEC31A","SEC31A",18,0.866956830387414,365,"0.672366495398793",1
"NDST4","NDST4",27,0.867108111113637,356,"0.233841857612428",1
"WDR27","WDR27",12,0.867154953079112,371,"0.900613940882483",1
"COL5A2","COL5A2",28,0.86756620584756,355,"0.569352453334236",1
"DCAF8","DCAF8",9,0.867929019749229,374,"0.36704483348402",1
"EAF2","EAF2",9,0.868193958239231,374,"0.844919743495534",1
"GJA5","GJA5",9,0.868223560815624,374,"0.455772407512201",1
"SNRPA","SNRPA",6,0.868264641805656,377,"0.352936418495889",1
"DDX58","DDX58",11,0.868483532235911,372,"0.215503295178527",1
"RTP1","RTP1",11,0.868498919102873,372,"0.192701790017024",1
"CLMP","CLMP",3,0.868672491927937,380,"0.0874706720897209",1
"ANXA4","ANXA4",2,0.868815663686532,381,"0.751485279089194",1
"KAT6B","KAT6B",32,0.869105398417315,351,"0.28992636298433",1
"ATP7B","ATP7B",31,0.8691524324661,352,"0.837308306768025",1
"WWTR1","WWTR1",3,0.869294700604521,380,"0.746040628475413",1
"DCAF10","DCAF10",7,0.869595836221877,376,"0.342192909222768",1
"CHD9","CHD9",42,0.869848601350842,341,"0.629533784520285",1
"PDPK1","PDPK1",7,0.869966804812507,376,"0.173802088849771",1
"CACNA1S","CACNA1S",29,0.869971583357221,354,"0.518594639662396",1
"TMEM230","TMEM230",1,0.870322267728856,382,"0.981512928461955",1
"PAMR1","PAMR1",10,0.870391634479806,373,"0.796494668580629",1
"TRPV3","TRPV3",17,0.871218897811767,366,"0.205380417848257",1
"HSP90AA1","HSP90AA1",3,0.87168303297658,380,"0.726627475445417",1
"FOXP3","FOXP3",5,0.871705125517391,378,"0.877318033503574",1
"SGK223","SGK223",21,0.871930127081887,362,"0.315627633461996",1
"HNRNPAB","HNRNPAB",4,0.87199502432704,379,"0.872029558257505",1
"BRDT","BRDT",12,0.872063873243932,371,"0.830363021400481",1
"CES4A","CES4A",10,0.872139214776295,373,"0.856846968024093",1
"ACVR2A","ACVR2A",6,0.872284805486276,377,"0.905028220318966",1
"TGFB1I1","TGFB1I1",5,0.872424422652559,378,"0.0856222970522642",1
"INSL4","INSL4",2,0.872659825815053,381,"0.564917649923434",1
"TXNDC12","TXNDC12",3,0.872789250766679,380,"0.500894760657538",1
"HIVEP2","HIVEP2",28,0.872920874110442,355,"0.741677531736331",1
"SIGLEC12","SIGLEC12",19,0.873251635303344,364,"0.83058409649473",1
"CPA6","CPA6",5,0.873520912425037,378,"0.483909469492643",1
"GABARAPL3","GABARAPL3",4,0.873866403378048,379,"0.81677782230228",1
"RASGRF1","RASGRF1",27,0.874012090011433,356,"0.796150657296185",1
"TACR1","TACR1",6,0.874134700292601,377,"0.584831816395501",1
"KIAA1549","KIAA1549",48,0.874250653669179,335,"0.550796333578949",1
"POU3F2","POU3F2",8,0.874758794506855,375,"0.0797224275049641",1
"FAM83H","FAM83H",26,0.874826523226587,357,"0.517170084630527",1
"SPEN","SPEN",43,0.875037832790048,340,"0.756551419240353",1
"KIF1B","KIF1B",19,0.875080932697703,364,"0.766546670047715",1
"PIPOX","PIPOX",7,0.875512304382228,376,"0.15339376514468",1
"ZCWPW1","ZCWPW1",3,0.875745197595405,380,"0.152389432651429",1
"MSH6","MSH6",24,0.876187289595245,359,"0.234876487144758",1
"PTF1A","PTF1A",9,0.876322302020577,374,"0.296843946397419",1
"OR51B5","OR51B5",8,0.876438627577157,375,"0.315160276949079",1
"LTV1","LTV1",6,0.877044617686018,377,"0.584678588143513",1
"KBTBD2","KBTBD2",5,0.877053415015331,378,"0.461584692724054",1
"AKR1D1","AKR1D1",7,0.877056059914261,376,"0.826436059555554",1
"MED15","MED15",15,0.877077500674718,368,"0.562102650199676",1
"MAP2K5","MAP2K5",8,0.877138179754365,375,"0.299667231234163",1
"S1PR1","S1PR1",18,0.877273195138246,365,"0.0944088006064278",1
"KDM3B","KDM3B",26,0.877451435122402,357,"0.860834660459922",1
"RAB3IL1","RAB3IL1",12,0.877615582962529,371,"0.188884372901782",1
"SPTLC3","SPTLC3",8,0.877664640642135,375,"0.451953444451785",1
"C1orf186","C1orf186",8,0.877740992985745,375,"0.156921373398808",1
"ADAP1","ADAP1",8,0.877849370417657,375,"0.260060662968088",1
"CLEC7A","CLEC7A",4,0.877992796246489,379,"0.648215070019308",1
"PHKA2","PHKA2",12,0.87809831804821,371,"0.146842497904961",1
"NKX2-8","NKX2-8",5,0.878327095538846,378,"0.998203546807117",1
"PASK","PASK",26,0.878989523800032,357,"0.752102515218958",1
"SCNN1D","SCNN1D",5,0.879180005047943,378,"0.168069641005717",1
"PLAG1","PLAG1",8,0.87931805151161,375,"0.460012039975122",1
"FUS","FUS",5,0.8794681075032,378,"0.801651423104323",1
"NRBP2","NRBP2",7,0.879640810540529,376,"0.794169653592315",1
"CA2","CA2",4,0.879861583080836,379,"0.731345144153989",1
"TREML2","TREML2",3,0.880395346866786,380,"0.920276386970916",1
"CCNE2","CCNE2",4,0.880668333231448,379,"0.580293705280319",1
"ST6GAL1","ST6GAL1",8,0.880768746334654,375,"0.062734843169652",1
"IGSF9B","IGSF9B",25,0.880915731526151,358,"0.0532153539247445",1
"LOX","LOX",7,0.880949321385841,376,"0.805676349280644",1
"RIPK4","RIPK4",28,0.88131007936616,355,"0.925323735315516",1
"FABP5","FABP5",1,0.881472412312979,382,"0.826421543839994",1
"KDM1A","KDM1A",6,0.881857764343001,377,"0.715671543304835",1
"CAPZA2","CAPZA2",4,0.881898566147849,379,"0.712599264253195",1
"SCN3B","SCN3B",9,0.881937812528476,374,"0.18969801013396",1
"KLF11","KLF11",5,0.882126186252201,378,"0.347541324287585",1
"RTN4RL2","RTN4RL2",3,0.882252717518841,380,"0.113049271053085",1
"ELAVL2","ELAVL2",3,0.882676268454723,380,"0.375090240283285",1
"IRS1","IRS1",27,0.88287682710214,356,"0.568327744144766",1
"TRIB1","TRIB1",5,0.883170143915651,378,"0.42872207253536",1
"SFMBT2","SFMBT2",20,0.883194488566045,363,"0.121611664782027",1
"DICER1","DICER1",19,0.883341060177655,364,"0.820302245558914",1
"ACOX2","ACOX2",6,0.883917889287655,377,"0.827313279685652",1
"ASCL1","ASCL1",11,0.88397287499669,372,"0.300617382458588",1
"CCR10","CCR10",3,0.883978755082507,380,"0.300695124674259",1
